Name,Buy,Filename
ハムスターのかご(ピンク),,FtrHamstercage_Remake_1_0
ハムスターのかご(イエロー),,FtrHamstercage_Remake_2_0
ハムスターのかご(レッド),,FtrHamstercage_Remake_3_0
ハムスターのかご(ブラウン),,FtrHamstercage_Remake_4_0
はりこのとら,,FtrHarikoTiger
パンダのシャオシャオ,,FtrPandaS
ビーチボール(カラフル),,FtrBeachball_Remake_0_0
ビーチボール(ブルー),,FtrBeachball_Remake_1_0
ビーチボール(レッド),,FtrBeachball_Remake_2_0
ビーチボール(スイカ),,FtrBeachball_Remake_3_0
ビオトープ(ブラウン),,FtrBiotope_Remake_0_0
ビオトープ(絵付け),,FtrBiotope_Remake_1_0
ビオトープ(ホワイト),,FtrBiotope_Remake_2_0
ビオトープ(ブラック),,FtrBiotope_Remake_3_0
ピクニックバスケット(レッド),,FtrPicnicbasket_Remake_0_0
ピクニックバスケット(ブルー),,FtrPicnicbasket_Remake_1_0
ピクニックバスケット(イエロー),,FtrPicnicbasket_Remake_2_0
ピクニックバスケット(グリーン),,FtrPicnicbasket_Remake_3_0
ピクニックバスケット(ホワイト),,FtrPicnicbasket_Remake_4_0
ピクニックバスケット(グレー),,FtrPicnicbasket_Remake_5_0
ビンゴマシン,,FtrBingo
ファクシミリ(ホワイト),,FtrFax_Remake_0_0
ファクシミリ(レッド),,FtrFax_Remake_1_0
ファクシミリ(ブラウン),,FtrFax_Remake_2_0
ファクシミリ(ブラック),,FtrFax_Remake_3_0
ブックスタンド(カラフル),,FtrBookstand_Remake_0_0
ブックスタンド(ブラウン),,FtrBookstand_Remake_1_0
ブックスタンド(ブラック),,FtrBookstand_Remake_2_0
ブックスタンド(パステル),,FtrBookstand_Remake_3_0
プラズマボール,,FtrPlasmaball
フラダンスにんぎょう(グリーン),非売品,FtrHuladoll_Remake_0_0
フラダンスにんぎょう(レッド),非売品,FtrHuladoll_Remake_1_0
フラダンスにんぎょう(ピンク),非売品,FtrHuladoll_Remake_2_0
フラダンスにんぎょう(ブルー),非売品,FtrHuladoll_Remake_3_0
フラダンスにんぎょう(イエロー),非売品,FtrHuladoll_Remake_4_0
フラダンスにんぎょう(ベージュ),非売品,FtrHuladoll_Remake_5_0
ブリキのバケツ,,FtrBucket
フロアサイン(警告),,FtrSafetycone_Remake_0_0
フロアサイン(ストップ),,FtrSafetycone_Remake_1_0
フロアサイン(立ち入り禁止),,FtrSafetycone_Remake_2_0
フロアサイン(スリップ注意),,FtrSafetycone_Remake_3_0
フロアサイン(駐車禁止),,FtrSafetycone_Remake_4_0
プロテインシェイカー(プレーン),,FtrProtein_Remake_0_0
プロテインシェイカー(バニラ風味),,FtrProtein_Remake_1_0
プロテインシェイカー(ココア風味),,FtrProtein_Remake_2_0
プロテインシェイカー(ストロベリー風味),,FtrProtein_Remake_3_0
ぶんごうセット(白紙),,FtrWriterset_Remake_0_0
ぶんごうセット(スランプ),,FtrWriterset_Remake_1_0
ぶんごうセット(執筆中),,FtrWriterset_Remake_2_0
ぶんごうセット(英文),,FtrWriterset_Remake_3_0
ペットのごはん(ブルー),,FtrPetFood_Remake_0_0
ペットのごはん(オレンジ),,FtrPetFood_Remake_1_0
ペットのごはん(レッド),,FtrPetFood_Remake_2_0
ペットのごはん(グリーン),,FtrPetFood_Remake_3_0
ペットのごはん(ピンク),,FtrPetFood_Remake_4_0
ベルつきアラームクロック(ライトブルー),,FtrClockBell_Remake_0_0
ベルつきアラームクロック(レッド),,FtrClockBell_Remake_1_0
ベルつきアラームクロック(イエロー),,FtrClockBell_Remake_2_0
ベルつきアラームクロック(ホワイト),,FtrClockBell_Remake_3_0
ベルつきアラームクロック(ブラック),,FtrClockBell_Remake_4_0
ベルつきアラームクロック(ブロンズ),,FtrClockBell_Remake_5_0
ベルつきアラームクロック(シルバー),,FtrClockBell_Remake_6_0
ベルつきアラームクロック(ゴールド),,FtrClockBell_Remake_7_0
ほうちょうスタンド(ナチュラル),,FtrKniferack_Remake_0_0
ほうちょうスタンド(シルバー),,FtrKniferack_Remake_1_0
ほうちょうスタンド(ブラック),,FtrKniferack_Remake_2_0
ポータブルレコードプレーヤー(レッド),,FtrPortablerecordplayer_Remake_0_0
ポータブルレコードプレーヤー(イエロー),,FtrPortablerecordplayer_Remake_1_0
ポータブルレコードプレーヤー(ブルー),,FtrPortablerecordplayer_Remake_2_0
ポータブルレコードプレーヤー(グリーン),,FtrPortablerecordplayer_Remake_3_0
ポータブルレコードプレーヤー(ピンク),,FtrPortablerecordplayer_Remake_4_0
ポータブルレコードプレーヤー(ブラック),,FtrPortablerecordplayer_Remake_5_0
ポータブルレコードプレーヤー(オレンジ),,FtrPortablerecordplayer_Remake_6_0
ボードゲーム(すごろく),,FtrBoardgame_Remake_0_0
ボードゲーム(陣取り),,FtrBoardgame_Remake_1_0
ボードゲーム(キッズ向け),,FtrBoardgame_Remake_2_0
ボール(バスケットボール),,FtrBall_Remake_0_0
ボール(サッカーボール),,FtrBall_Remake_1_0
ボール(バレーボール),,FtrBall_Remake_2_0
ボール(ドッジボール),,FtrBall_Remake_3_0
ボックスティッシュ(レッド),,FtrTissuebox_Remake_0_0
ボックスティッシュ(イエロー),,FtrTissuebox_Remake_1_0
ボックスティッシュ(ブルー),,FtrTissuebox_Remake_2_0
ボックスティッシュ(ホワイト),,FtrTissuebox_Remake_3_0
ボックスティッシュ(ナチュラルウッド),,FtrTissuebox_Remake_4_0
ボックスティッシュ(ラタン),,FtrTissuebox_Remake_5_0
ポップアップトースター(ホワイト),,FtrToaster_Remake_0_0
ポップアップトースター(イエロー),,FtrToaster_Remake_1_0
ポップアップトースター(ライトブルー),,FtrToaster_Remake_2_0
ポップアップトースター(グリーン),,FtrToaster_Remake_3_0
ポップアップトースター(レッド),,FtrToaster_Remake_4_0
ポップアップトースター(シルバー),,FtrToaster_Remake_5_0
ボトルシップ(交易船),,FtrBottleship_Remake_0_0
ボトルシップ(遊覧船),,FtrBottleship_Remake_1_0
ボトルシップ(海賊船),,FtrBottleship_Remake_2_0
ポリタンク(レッド),,FtrPolytank_Remake_0_0
ポリタンク(ブルー),,FtrPolytank_Remake_1_0
ポリタンク(グリーン),,FtrPolytank_Remake_2_0
ポリタンク(ホワイト),,FtrPolytank_Remake_3_0
ポリタンク(グレー),,FtrPolytank_Remake_4_0
ほん(洋書),,FtrBookOpened_Remake_0_0
ほん(和書),,FtrBookOpened_Remake_1_0
ほん(百科事典),,FtrBookOpened_Remake_2_0
ほん(教科書),,FtrBookOpened_Remake_3_0
マグカップ(ホワイト),,FtrMug_Remake_0_0
マグカップ(イエロー),,FtrMug_Remake_1_0
マグカップ(レッド),,FtrMug_Remake_2_0
マグカップ(ブルー),,FtrMug_Remake_3_0
マグカップ(グリーン),,FtrMug_Remake_4_0
マグカップ(ピンク),,FtrMug_Remake_5_0
マグカップ(エメラルド),,FtrMug_Remake_6_0
マグカップ(ブラック),,FtrMug_Remake_7_0
まねきねこ(白),非売品,FtrManekineko_Remake_0_0
まねきねこ(黒),非売品,FtrManekineko_Remake_1_0
まんがかセット(ブラック),,FtrCartoonistset_Remake_0_0
まんがかセット(シルバー),,FtrCartoonistset_Remake_1_0
まんがかセット(ピンク),,FtrCartoonistset_Remake_2_0
まんがかセット(ブラウン),,FtrCartoonistset_Remake_3_0
ミキサー(トマト),,FtrMixer_Remake_0_0
ミキサー(青汁),,FtrMixer_Remake_1_0
ミキサー(キャロット),,FtrMixer_Remake_2_0
ミキサー(オレンジ),,FtrMixer_Remake_3_0
ミキサー(ブルーベリー),,FtrMixer_Remake_4_0
ミキサー(バナナ),,FtrMixer_Remake_5_0
ミキサー(ストロベリー),,FtrMixer_Remake_6_0
ミキサー(キウイ),,FtrMixer_Remake_7_0
みしらぬネコのかばん,非売品,FtrTrunkXct
ミシン(ホワイト),,FtrSewingmachine_Remake_0_0
ミシン(ブルー),,FtrSewingmachine_Remake_1_0
ミシン(レッド),,FtrSewingmachine_Remake_2_0
ミシン(ピンク),,FtrSewingmachine_Remake_3_0
ミシン(イエロー),,FtrSewingmachine_Remake_4_0
ミシン(グリーン),,FtrSewingmachine_Remake_5_0
ミシン(ブラック),,FtrSewingmachine_Remake_6_0
みずきりラック(ホワイト),,FtrDrainerbasket_Remake_0_0
みずきりラック(ブラック),,FtrDrainerbasket_Remake_1_0
みずきりラック(シルバー),,FtrDrainerbasket_Remake_2_0
みずきりラック(レッド),,FtrDrainerbasket_Remake_3_0
みずきりラック(ブルー),,FtrDrainerbasket_Remake_4_0
みずきりラック(イエロー),,FtrDrainerbasket_Remake_5_0
ミニサボテンセット,,FtrCactusesMini
メトロノーム(レッド),,FtrMetronome_Remake_0_0
メトロノーム(クリーム),,FtrMetronome_Remake_1_0
メトロノーム(ブルー),,FtrMetronome_Remake_2_0
メトロノーム(ブラック),,FtrMetronome_Remake_3_0
メトロノーム(ブラウン),,FtrMetronome_Remake_4_0
やかん,,FtrKettleJapan
ゆびわ(レッド),,FtrRing_Remake_0_0
ゆびわ(ブルー),,FtrRing_Remake_1_0
ゆびわ(グリーン),,FtrRing_Remake_2_0
ゆびわ(ホワイト),,FtrRing_Remake_3_0
ゆびわ(エメラルド),,FtrRing_Remake_4_0
ゆびわ(ブラウン),,FtrRing_Remake_5_0
ゆびわ(ブラック),,FtrRing_Remake_6_0
ゆびわ(ピンク),,FtrRing_Remake_7_0
ラジカセ(シルバー),,FtrRadicase_Remake_0_0
ラジカセ(オレンジ),,FtrRadicase_Remake_1_0
ラジカセ(ホワイト),,FtrRadicase_Remake_2_0
ラジカセ(ブラック),,FtrRadicase_Remake_3_0
ラタンのタオルバスケット(ブラウン),,FtrRattanBasket_Remake_0_0
ラタンのタオルバスケット(レッドブラウン),,FtrRattanBasket_Remake_1_0
ラタンのタオルバスケット(ライトブラウン),,FtrRattanBasket_Remake_2_0
ラタンのタオルバスケット(ホワイト),,FtrRattanBasket_Remake_3_0
ラタンのタオルバスケット(グレー),,FtrRattanBasket_Remake_4_0
ラタンのタオルバスケット(ブラック),,FtrRattanBasket_Remake_5_0
ラタンのテーブルランプ(ブラウン),,FtrRattanLamp_Remake_0_0
ラタンのテーブルランプ(レッドブラウン),,FtrRattanLamp_Remake_1_0
ラタンのテーブルランプ(ライトブラウン),,FtrRattanLamp_Remake_2_0
ラタンのテーブルランプ(ホワイト),,FtrRattanLamp_Remake_3_0
ラタンのテーブルランプ(グレー),,FtrRattanLamp_Remake_4_0
ラタンのテーブルランプ(ブラック),,FtrRattanLamp_Remake_5_0
ランタン(レッド),,FtrLantern_Remake_0_0
ランタン(ブルー),,FtrLantern_Remake_1_0
ランタン(グリーン),,FtrLantern_Remake_2_0
ランタン(イエロー),,FtrLantern_Remake_3_0
ランタン(ピンク),,FtrLantern_Remake_4_0
ランタン(ライトブルー),,FtrLantern_Remake_5_0
ランタン(ブラック),,FtrLantern_Remake_6_0
ランタン(ゴールド),,FtrLantern_Remake_7_0
リサとカイゾーのえざら,非売品,FtrWeddingDish
レコードボックス(ブラック),,FtrRecordbox_Remake_0_0
レコードボックス(ホワイト),,FtrRecordbox_Remake_1_0
レコードボックス(レッド),,FtrRecordbox_Remake_2_0
レコードボックス(イエロー),,FtrRecordbox_Remake_3_0
レコードボックス(グリーン),,FtrRecordbox_Remake_4_0
レコードボックス(ブルー),,FtrRecordbox_Remake_5_0
レコードボックス(グレー),,FtrRecordbox_Remake_6_0
レコードボックス(ピンク),,FtrRecordbox_Remake_7_0
DALのひこうきもけい(ブルー),非売品,FtrDalFigure_Remake_0_0
DALのひこうきもけい(イエロー),非売品,FtrDalFigure_Remake_1_0
DALのひこうきもけい(オレンジ),非売品,FtrDalFigure_Remake_2_0
DALのひこうきもけい(グリーン),非売品,FtrDalFigure_Remake_3_0
DALマグカップ,非売品,FtrDalMug
Nintendo Switch(ネオンブルー・ネオンレッド),,FtrSwitch_Remake_0_0
Nintendo Switch(グレー),,FtrSwitch_Remake_1_0
TOYなオーディオ(ホワイト),,FtrBoyAudio_Remake_0_0
TOYなオーディオ(レッド),,FtrBoyAudio_Remake_1_0
TOYなオーディオ(ブラック),,FtrBoyAudio_Remake_2_0
TOYなオーディオ(アッシュ),,FtrBoyAudio_Remake_3_0
TOYなオーディオ(グリーン),,FtrBoyAudio_Remake_4_0
TOYなオーディオ(グレー),,FtrBoyAudio_Remake_5_0
TOYなコンテナ(グリーン),,FtrBoyBox_Remake_0_0
TOYなコンテナ(レッド),,FtrBoyBox_Remake_1_0
TOYなコンテナ(ブルー),,FtrBoyBox_Remake_2_0
TOYなコンテナ(イエロー),,FtrBoyBox_Remake_3_0
TOYなコンテナ(ライトブルー),,FtrBoyBox_Remake_4_0
TOYなコンテナ(ホワイト),,FtrBoyBox_Remake_5_0
TOYなコンテナ(ブラック),,FtrBoyBox_Remake_6_0
TOYなフィギュア(レッド),,FtrBoyFigure_Remake_0_0
TOYなフィギュア(ブルー),,FtrBoyFigure_Remake_1_0
TOYなフィギュア(グリーン),,FtrBoyFigure_Remake_2_0
TOYなフィギュア(ピンク),,FtrBoyFigure_Remake_3_0
TOYなフィギュア(ブラック),,FtrBoyFigure_Remake_4_0
TOYなフィギュア(ゴールド),,FtrBoyFigure_Remake_5_0
TOYなミラー(ブラック),,FtrBoyMirror_Remake_0_0
TOYなミラー(ホワイト),,FtrBoyMirror_Remake_1_0
TOYなミラー(レッド),,FtrBoyMirror_Remake_2_0
