DIYID,Name,Category,NameID,Filename
406,かいがらのベッド,ゲンキ女,134,FtrShellBedW_Remake_0_0
407,かいがらのスクリーン,アネキ女,128,FtrShellScreen_Remake_0_0
408,かいがらのアーチ,ぼんやり男,127,FtrShellArch_Remake_0_0
409,かいがらのランプ,アネキ女,136,FtrShellLamp_Remake_0_0
410,かいがらのスピーカー,アネキ女,131,FtrShellMusic_Remake_0_0
411,マーメイドなテーブル,海賊ジョニー,495,FtrMermaidTableM
412,マーメイドなシェルフ,海賊ジョニー,490,FtrMermaidShelf
413,マーメイドなドレッサー,海賊ジョニー,496,FtrMermaidDresser
414,マーメイドなスクリーン,海賊ジョニー,491,FtrMermaidScreen
415,マーメイドなランプ,海賊ジョニー,500,FtrMermaidLamp
416,マーメイドなベッド,海賊ジョニー,497,FtrMermaidBedS
417,マーメイドなクロゼット,海賊ジョニー,489,FtrMermaidClosetLR
418,マーメイドなソファ,海賊ジョニー,492,FtrMermaidChairL
419,マーメイドなチェスト,海賊ジョニー,494,FtrMermaidChest
420,マーメイドなチェア,海賊ジョニー,493,FtrMermaidChairS
421,マーメイドなウォールクロック,海賊ジョニー,487,FtrMermaidclockWall
422,マーメイドなかべがみ,海賊ジョニー,488,RoomSpWallMermaid00
423,すなはまのゆか,ハキハキ男,294,RoomTexFloorSand00
424,マーメイドなゆか,海賊ジョニー,498,RoomSpFloorMermaid00
425,かいがらのラグ,ゲンキ女,135,RugOtherShellM00
426,マーメイドなラグ,海賊ジョニー,499,RugOtherMermaidM00
427,かいがらのリース,夏のかいがら,137,FtrDoorOrnamentWreathShell
428,みなみのうみなかべ,夏のかいがら,527,RoomSpWallTropical00
429,すいちゅうのかべがみ,夏のかいがら,281,RoomSpWallFishTank00
430,うみのそこのゆか,夏のかいがら,89,RoomSpFloorFishTank00
431,ほしのすなはまのゆか,夏のかいがら,484,RoomTexFloorSandStar00
432,みなものゆか,夏のかいがら,528,RoomSpFloorWater00
433,かいがらポシェット,夏のかいがら,138,BagShoulderShell0
434,かいがらのステッキ,夏のかいがら,130,ToolStickShell
435,きいろのおちば,どんぐり,149,FtrFallenleavesYellow
436,あかいおちば,紅葉の葉っぱ,29,FtrFallenleavesRed
437,おちば,どんぐり,107,FtrFallenleaves
438,おちばのたきび,どんぐり,109,FtrFallenleavesfire_Remake_0_0
439,おちばスツール,紅葉の葉っぱ,108,FtrFallenleavesChairS_Remake_0_0
440,やじろべえ,どんぐり,560,FtrBalancingtoy
441,きのみのランプ,どんぐり,172,FtrNutLamp_Remake_0_0
442,ちいさなきのみのツリー,どんぐり,353,FtrNutTreeS_Remake_0_0
443,おおきなきのみのツリー,紅葉の葉っぱ,101,FtrNutTreeL_Remake_0_0
444,きのみのアーチ,紅葉の葉っぱ,170,FtrNutArch_Remake_0_0
445,マツのぼんさい,どんぐり,504,FtrBonsaiPine
446,きのみのモビール,どんぐり,171,FtrNutMobile_Remake_0_0
447,こうようのかべ,紅葉の葉っぱ,202,RoomSpWallAutumun00
448,こうようのゆか,紅葉の葉っぱ,203,RoomTexFloorAutumun00
449,もみじのかさ,紅葉の葉っぱ,550,UmbrellaAutumn0
450,もみじのポシェット,紅葉の葉っぱ,551,BagShoulderMaple0
451,どんぐりポシェット,どんぐり,400,BagShoulderAcorn0
452,キノコのスツール,きのこ,162,FtrMushroomChairS_Remake_0_0
453,キノコのげんぼく,きのこ,160,FtrMushroomPulpwood_Remake_0_0
454,キノコのテーブル,きのこ,164,FtrMushroomTableL_Remake_0_0
455,キノコのランプ,きのこ,168,FtrMushroomLamp_Remake_0_0
456,キノコのパラソル,きのこ,165,FtrMushroomParasol_Remake_0_0
457,キノコのスクリーン,きのこ,161,FtrMushroomScreen_Remake_0_0
458,キノコのリース,きのこ,169,FtrDoorOrnamentWreathMushroom
459,キノコのもりのかべ,きのこ,166,RoomTexWallMushForest00
460,キノコのかべがみ,きのこ,159,RoomTexWallMush00
461,キノコのもりのゆか,きのこ,167,RoomTexFloorMushForest00
462,キノコのかさ,きのこ,158,UmbrellaMushroom0
463,キノコのステッキ,きのこ,163,ToolStickMushroom_Remake_0_0
464,アイスキャンディー,ゆきだるま,25,FtrIceCandy_Remake_0_0
465,こおりのイス,ゆきだるま,207,FtrIceChairS_Remake_0_0
466,こおりのカウンター,ゆきだるま,208,FtrIceCounter_Remake_0_0
467,こおりのテーブル,ゆきだるま,211,FtrIceTableL_Remake_0_0
468,こおりのベッド,ゆきだるま,214,FtrIceBedW_Remake_0_0
469,こおりのパーテーション,ゆきだるま,212,FtrIceScreen_Remake_0_0
470,こおりのアーチ,ゆきだるま,205,FtrIceGate_Remake_0_0
471,こおりのはしら,ゆきだるま,213,FtrIcePillar_Remake_0_0
472,こおりのアート,ゆきだるま,206,FtrIceArt_Remake_0_0
473,こおりのツリー,ゆきだるま,210,FtrIceTree_Remake_0_0
474,3だんゆきだるま,ゆきだるま,1,FtrSnowman_Remake_0_0
475,アイスなかべがみ,ゆきだるま,26,RoomSpWallIce00
476,アイスなゆか,ゆきだるま,27,RoomSpFloorIce00
477,ゆきだるまのぼうし,ゆきだるま,564,CapCostumeSnowball0
478,こおりのステッキ,ゆきだるま,209,ToolStickSnow
479,ゆきのけっしょうのリース,ゆきのけっしょう,566,FtrDoorOrnamentWreathIce
480,ゲレンデなかべがみ,ゆきのけっしょう,200,RoomSpWallGelande00
481,ひょうざんのかべ,ゆきのけっしょう,465,RoomTexWallIceFloe00
482,スノーフレークのかべがみ,ゆきのけっしょう,295,RoomTexWallSnowCrystal00
483,ゲレンデのゆか,ゆきのけっしょう,201,RoomTexFloorGelande00
484,りゅうひょうのゆか,ゆきのけっしょう,585,RoomSpFloorIceFloe00
485,スノーフレークポシェット,ゆきのけっしょう,296,BagShoulderSnow0
486,おまつりのコマ,オーナメント,116,FtrFestivaltop
487,クリスマスキャンドル,オーナメント,195,FtrCandleXmas_Remake_0_0
488,テーブルクリスマスツリー,オーナメント,382,FtrTreeXmasMini_Remake_0_0
489,かわいいクリスマスツリー,オーナメント,147,FtrTreeXmasS_Remake_0_0
490,おおきなクリスマスツリー,オーナメント,102,FtrTreeXmasL_Remake_0_0
491,ゆきのイルミネーション,オーナメント,565,FtrIllumiSnow_Remake_0_0
492,プレゼントのイルミネーション,オーナメント,477,FtrIllumiPresent_Remake_0_0
493,トナカイのイルミネーション,オーナメント,395,FtrIllumiReindeer_Remake_0_0
494,ツリーのイルミネーション,オーナメント,380,FtrIllumiTree_Remake_0_0
495,オーナメントのモビール,オーナメント,103,FtrOrnamentMobile_Remake_0_0
496,オーナメントのリース,オーナメント,104,FtrDoorOrnamentWreathOrnament_Remake_0_0
497,クリスマスなかべ,オーナメント,196,RoomSpWallXmas00
498,アネモネのせんぷうき,ぼんやり男,38,FtrFlowerFan_Remake_0_0
499,キクのクッション,ゲンキ女,153,FtrFlowerStoolS_Remake_0_0
500,コスモスのシャワー,オトナ女,225,FtrFlowerShower_Remake_0_0
501,チューリップのビックリばこ,ハキハキ男,364,FtrFlowerSurprisedbox_Remake_0_0
502,バラのベッド,キザ男,435,FtrFlowerBedW_Remake_0_0
503,パンジーのテーブル,ふつう女,446,FtrFlowerTableS_Remake_0_0
504,ヒヤシンスのランプ,アネキ女,463,FtrFlowerLamp_Remake_0_0
505,ユリのレコードプレーヤー,コワイ男,572,FtrFlowerRecordplayer_Remake_0_0
506,スタンドフラワー,アネキ女,290,FtrStandflower_Remake_0_0
507,アネモネのリース,NPC(全員),39,FtrDoorOrnamentWreathAnemone
508,クールなアネモネのリース,NPC(全員),190,FtrDoorOrnamentWreathAnemoneMix
509,シックなアネモネのリース,NPC(全員),261,FtrDoorOrnamentWreathAnemoneRare
510,キクのリース,NPC(全員),155,FtrDoorOrnamentWreathMum
511,ファンシーなキクのリース,NPC(全員),467,FtrDoorOrnamentWreathMumMix
512,ナチュラルなキクのリース,NPC(全員),411,FtrDoorOrnamentWreathMumRare
513,コスモスのリース,NPC(全員),227,FtrDoorOrnamentWreathCosmos
514,キュートなコスモスのリース,NPC(全員),175,FtrDoorOrnamentWreathCosmosMix
515,シックなコスモスのリース,NPC(全員),262,FtrDoorOrnamentWreathCosmosRare
516,チューリップのリース,NPC(全員),365,FtrDoorOrnamentWreathTulip
517,キュートなチューリップのリース,NPC(全員),176,FtrDoorOrnamentWreathTulipMix
518,ダークなチューリップのリース,NPC(全員),316,FtrDoorOrnamentWreathTulipRare
519,バラのリース,NPC(全員),436,FtrDoorOrnamentWreathRose
520,ファンシーなバラのリース,NPC(全員),468,FtrDoorOrnamentWreathRoseMix
521,ダークなバラのリース,NPC(全員),317,FtrDoorOrnamentWreathRoseRare
522,あおいバラのリース,NPC(全員),28,FtrDoorOrnamentWreathRoseUrtraRare
523,きんのバラのリース,NPC(全員),187,FtrDoorOrnamentWreathRoseGold
524,パンジーのリース,NPC(全員),447,FtrDoorOrnamentWreathPansy
525,ポップなパンジーのリース,NPC(全員),485,FtrDoorOrnamentWreathPansyMix
526,クールなパンジーのリース,NPC(全員),191,FtrDoorOrnamentWreathPansyRare
527,ヒヤシンスのリース,NPC(全員),464,FtrDoorOrnamentWreathHyacinth
528,クールなヒヤシンスのリース,NPC(全員),192,FtrDoorOrnamentWreathHyacinthMix
529,むらさきのヒヤシンスのリース,NPC(全員),530,FtrDoorOrnamentWreathHyacinthRare
530,ユリのリース,NPC(全員),571,FtrDoorOrnamentWreathYuri
531,ファンシーなユリのリース,NPC(全員),469,FtrDoorOrnamentWreathYuriMix
532,ダークなユリのリース,NPC(全員),319,FtrDoorOrnamentWreathYuriRare
533,アネモネのかんむり,NPC(全員),34,CapOrnamentAnemone1
534,アネモネのかんむり・クール,NPC(全員),35,CapOrnamentAnemone2
535,アネモネのかんむり・パープル,NPC(全員),36,CapOrnamentAnemone3
536,キクのかんむり,NPC(全員),150,CapOrnamentMum1
537,キクのかんむり・シック,NPC(全員),151,CapOrnamentMum2
538,キクのかんむり・シンプル,NPC(全員),152,CapOrnamentMum3
539,コスモスのかんむり,NPC(全員),222,CapOrnamentCosmos1
540,コスモスのかんむり・ラブリー,NPC(全員),224,CapOrnamentCosmos2
541,コスモスのかんむり・ダーク,NPC(全員),223,CapOrnamentCosmos3
542,チューリップのかんむり,NPC(全員),360,CapOrnamentTulip1
543,チューリップのかんむり・シック,NPC(全員),361,CapOrnamentTulip2
544,チューリップのかんむり・ダーク,NPC(全員),362,CapOrnamentTulip3
545,バラのかんむり,NPC(全員),429,CapOrnamentRose1
546,バラのかんむり・キュート,NPC(全員),430,CapOrnamentRose2
547,バラのかんむり・シック,NPC(全員),432,CapOrnamentRose3
548,バラのかんむり・ブルー,NPC(全員),433,CapOrnamentRose4
549,バラのかんむり・ゴールド,NPC(全員),431,CapOrnamentRose5
550,パンジーのかんむり,NPC(全員),442,CapOrnamentPansy1
551,パンジーのかんむり・クール,NPC(全員),443,CapOrnamentPansy2
552,パンジーのかんむり・パープル,NPC(全員),444,CapOrnamentPansy3
553,ヒヤシンスのかんむり,NPC(全員),459,CapOrnamentHyacinth1
554,ヒヤシンスのかんむり・クール,NPC(全員),460,CapOrnamentHyacinth2
555,ヒヤシンスのかんむり・パープル,NPC(全員),461,CapOrnamentHyacinth3
556,ユリのかんむり,NPC(全員),567,CapOrnamentYuri1
557,ユリのかんむり・キュート,NPC(全員),568,CapOrnamentYuri2
558,ユリのかんむり・ダーク,NPC(全員),569,CapOrnamentYuri3
559,アネモネのステッキ,フーコ,37,ToolStickAnemones
560,キクのステッキ,フーコ,154,ToolStickChrysanthemum
561,コスモスのステッキ,フーコ,226,ToolStickCosmos
562,チューリップのステッキ,フーコ,363,ToolStickTulip
563,バラのステッキ,フーコ,434,ToolStickRose
564,パンジーのステッキ,フーコ,445,ToolStickPansy
565,ヒヤシンスのステッキ,フーコ,462,ToolStickHyacinth
566,ユリのステッキ,フーコ,570,ToolStickYuri
567,ウェディングなステッキ,ウェディング,81,ToolStickJune
568,イースターなスツール,イースター(風船・ボトル),49,FtrEggStool
569,イースターなテーブル,イースター(風船・ボトル),51,FtrEggTableS
570,イースターなクロゼット,イースター(風船・ボトル),47,FtrEggClosetLR
571,イースターなドレッサー,イースター(風船・ボトル),52,FtrEggDresser
572,イースターなベッド,イースター(ぴょんたろう),56,FtrEggBedW
573,イースターなランプ,イースター(風船・ボトル),60,FtrEggLamp
574,イースターなバルーンA,イースター(風船・ボトル),54,FtrEggBalloonA
575,イースターなバルーンB,イースター(風船・ボトル),55,FtrEggBalloonB
576,イースターなアーチ,イースター(ぴょんたろう),43,FtrEggArch
577,ぴょんたろうのおきあがりこぼし,イースター(ぴょんたろう),466,FtrDollPyn
578,イースターなウォールクロック,イースター(風船・ボトル),44,FtrEggClock
579,イースターなライトガーランド,イースター(風船・ボトル),58,FtrEggLampWall
580,イースターなリース,イースター(風船・ボトル),61,FtrDoorOrnamentWreathEaster
581,イースターなかべがみ,イースター(風船・ボトル),45,RoomTexWallEaster00
582,イースターなゆか,イースター(風船・ボトル),57,RoomTexFloorEaster00
583,イースターなラグ,イースター(風船・ボトル),59,RugOtherEasterM00
584,じめんのたまごのから,イースター(ひらめき),264,CapHatEggground0
585,じめんのたまごのふく,イースター(ひらめき),266,TopsTexOnepieceRibNEggground0
586,じめんのたまごのくつ,イースター(ひらめき),265,ShoesLowcutEggground0
587,いわのたまごのから,イースター(ひらめき),75,CapHatEggrock0
588,いわのたまごのふく,イースター(ひらめき),77,TopsTexOnepieceRibNEggrock0
589,いわのたまごのくつ,イースター(ひらめき),76,ShoesLowcutEggrock0
590,はっぱのたまごのから,イースター(ひらめき),426,CapHatEggleaf0
591,はっぱのたまごのふく,イースター(ひらめき),428,TopsTexOnepieceRibNEggleaf0
592,はっぱのたまごのくつ,イースター(ひらめき),427,ShoesLowcutEggleaf0
593,ウッディなたまごのから,イースター(ひらめき),86,CapHatEggforest0
594,ウッディなたまごのふく,イースター(ひらめき),88,TopsTexOnepieceRibNEggforest0
595,ウッディなたまごのくつ,イースター(ひらめき),87,ShoesLowcutEggforest0
596,そらとぶたまごのから,イースター(ひらめき),312,CapHatEggsky0
597,そらとぶたまごのふく,イースター(ひらめき),314,TopsTexOnepieceRibNEggsky0
598,そらとぶたまごのくつ,イースター(ひらめき),313,ShoesLowcutEggsky0
599,サカナのたまごのから,イースター(ひらめき),232,CapHatEggfish0
600,サカナのたまごのふく,イースター(ひらめき),234,TopsTexOnepieceRibNEggfish0
601,サカナのたまごのくつ,イースター(ひらめき),233,ShoesLowcutEggfish0
602,たまごのパーティーハット,イースター(ひらめき),346,CapHatEggparty0
603,たまごのパーティーワンピ,イースター(ひらめき),347,TopsTexOnepieceBalloonLEgg0
604,イースターなかんむり,イースター(住人),46,CapOrnamentCEgg0
605,イースターなバッグ,イースター(住人),53,BagBackpackEgg0
606,イースターなさく,イースター(風船・ボトル),48,ItemFenceEgg
607,イースターなステッキ,イースター(ぴょんたろう),50,ToolStickEgg
